Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	col0 E(PSI)	prmt5 E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G25350	AT1G25350:s:8892124-8892276	s|1e1.1o2|2e1.2o2	-1.2777017842968707e-05;1.2777072140803917e-05	6.100322817141954e-21;2.7422509318243185e-13	0.018651300421586248;0.01858776240532859	0.004;0.996	0.002;0.998	True	True	False	2	2	8892063-8892150;8892022-8892124	
AT1G80050	AT1G80050:s:30112385-30112477	s|1e1.1o2|1e1.2o2	0.05707851793489127;-0.05707857995318516	1.7245032024526065e-20;1.1568548265038201e-17	0.00011879424918256547;0.00011880421414278697	0.021;0.979	0.092;0.908	False	True	False	2	2	30112304-30112385;30112276-30112385	
AT1G78070	AT1G78070:s:29357303-29357413	s|1e1.1o1|2e1.1o1	-0.038867183488018736;0.03886719316773443	1.396677068065888e-20;5.881359509446486e-11	0.0012224545438572765;0.0012223429015632771	0.068;0.932	0.014;0.986	True	False	False	2	2	29357408-29357494;29357413-29357494	
AT3G13750	AT3G13750:s:4514940-4515145	s|1e1.1o1|i	-0.009984540021506786;0.009984569367942777	3.736346991164592e-12;4.882317343172054e-12	0.003718219702311343;0.0037180785259969887	0.629;0.371	0.617;0.383	False	False	False	1	2	4515145-4515232	4515145-4515232
AT3G58510	AT3G58510:s:21641435-21641518	s|1e1.1o2|1e1.2o2	-0.14254984801022025;0.14254984419194247	0.15855005080275433;0.15855007848710947	4.971698473243968e-06;4.9713074114131726e-06	0.216;0.784	0.060;0.940	False	True	False	2	2	21641518-21641620;21641518-21641906	
AT3G54300	AT3G54300:s:20110566-20110683	s|1e1.1o2|1e1.2o2	0.0002620641007109845;-0.0002620597829523766	1.380529245490711e-10;6.353173114501769e-21	0.0069430626811244345;0.006943281636639598	0.978;0.022	0.980;0.020	False	True	False	2	2	20110180-20110566;20110144-20110566	
AT5G03040	AT5G03040:s:710379-711036	s|1e1.1o1|i	2.1848577299787285e-07;-2.1847630351566587e-07	6.044946645141024e-21;6.044953483798352e-21	0.4750875258317578;0.47508722366782197	0.012;0.988	0.017;0.983	False	False	False	1	2	710283-710379	710283-710379
AT1G23170	AT1G23170:t:8213571-8213759	t|1e1.1o1|1e2.1o1	-0.00023336245315755497;0.00023336796643339395	5.211642166683141e-06;5.211807097440819e-06	0.00038126391934178994;0.0003812587796447331	0.014;0.986	0.012;0.988	False	False	True	2	3	8213230-8213571;8213460-8213571	
AT1G55840	AT1G55840:t:20874483-20874566	t|1e1.1o1|1e2.1o1	0.16907729756308107;-0.16907728718420112	0.296437822188492;0.29643770801702574	3.098463999491285e-06;3.0986729672166646e-06	0.085;0.915	0.267;0.733	False	False	True	2	3	20873945-20874483;20874086-20874483	
AT5G59540	AT5G59540:s:23996624-23996945	s|1e1.1o1|i	0.002197472461131021;-0.0021974493042497883	1.7344194892594097e-08;1.7360001740210735e-08	0.002046655750397308;0.002046672221893253	0.635;0.365	0.637;0.363	False	False	False	1	2	23996544-23996624	23996544-23996624
AT2G17410	AT2G17410:s:7562763-7562829	s|1e1.1o2|2e1.2o2	4.998856325572777e-07;-4.998488650520187e-07	6.097840682802282e-21;3.0562806559496743e-18	0.2947058303548277;0.21174898277008047	0.002;0.998	0.003;0.997	True	True	False	2	2	7562795-7562897;7562829-7562913	
AT4G26630	AT4G26630:s:13431130-13431160	s|1e1.1o1|i	-0.010125603581890933;0.010125619840808736	6.296636425371011e-15;1.2240252983546058e-20	0.015546501809788227;0.015545985111233061	0.656;0.344	0.629;0.371	False	False	False	1	2	13431042-13431130	13431042-13431130
AT4G11670	AT4G11670:s:7051392-7051554	s|1e1.1o1|2e1.1o1	2.07849467209298e-05;-2.078021999612569e-05	2.3775185465118246e-06;2.377250243182844e-06	0.000457086954198771;0.00045708413666800674	0.012;0.988	0.012;0.988	True	False	False	2	2	7051254-7051422;7051254-7051392	
AT1G72770	AT1G72770:s:27392517-27392902	s|1e1.1o3|1e1.2o3|2e1.3o3|i	-0.022230609336835006;-0.029128599490068702;7.77155982729795e-16;0.04180836119858298	1.3405037809899087e-20;1.5473950385941905e-20;6.0448857830544e-21;1.2132872417860787e-07	0.24842159844286882;0.22267011562725725;0.9999999926460882;0.004905063813831072	0.061;0.060;0.002;0.877	0.040;0.031;0.001;0.929	True	True	False	3	2	27392898-27392984;27392898-27392987;27392902-27392991	27392902-27392991
AT5G50100	AT5G50100:s:20372389-20372496	s|1e1.1o1|i	-0.2517588691488976;0.25175890336438217	0.8403161857426915;0.8403162274117635	4.72248897431804e-07;4.721725510406587e-07	0.656;0.344	0.410;0.590	False	False	False	1	2	20372496-20372586	20372496-20372586
AT5G26610	AT5G26610:s:9375900-9376054	s|1e1.1o1|i	-0.14130840626933963;0.14130835366191902	0.09014314847911929;0.09014307121443377	5.136889790946508e-05;5.136504333747555e-05	0.279;0.721	0.133;0.867	False	False	False	1	2	9376054-9376196	9376054-9376196
AT2G34250	AT2G34250:s:14463450-14463804	s|1e1.1o1|i	0.0008257240198388531;-0.0008257193785128046	1.0047054190471503e-08;1.0044322465481466e-08	0.0008565866993067717;0.0008565868085119166	0.636;0.364	0.642;0.358	False	False	False	1	2	14463804-14463891	14463804-14463891
AT3G05840	AT3G05840:s:1739981-1740161	s|1e1.1o2|1e1.2o2	-0.02396943672941968;0.02396937821487858	7.819026288403007e-12;1.0391275411184778e-20	0.00010587187899313566;0.00010586300043807598	0.945;0.055	0.901;0.099	False	True	False	2	2	1740161-1740700;1740161-1740729	
AT2G40490	AT2G40490:s:16914261-16914386	s|1e1.1o1|i	-0.011013463624943147;0.011013484091991276	1.647568455064645e-12;1.6530360708164552e-12	0.0012694451094069636;0.001269403034332206	0.644;0.356	0.632;0.368	False	False	False	1	2	16914386-16914473	16914386-16914473
AT2G21940	AT2G21940:s:9351000-9351328	s|1e1.1o1|2e1.1o1	-0.00010445567327721478;0.00010445699547807675	1.261697250418821e-12;6.154945881775158e-21	0.023995127420029294;0.023983740497406647	0.988;0.012	0.983;0.017	True	False	False	2	2	9351325-9351415;9351328-9351415	
AT5G27840	AT5G27840:s:9863607-9863786	s|1e1.1o1|1e2.1o1	2.3757522176602837e-07;-2.375835010087921e-07	6.097757249667629e-21;6.0977628968582964e-21	0.5192203949980695;0.5191840738938263	0.005;0.995	0.013;0.987	False	False	True	2	3	9863506-9863607;9863334-9863607	
AT5G40600	AT5G40600:s:16256648-16256829	s|1e1.1o1|1e2.2o2	-7.698165989799264e-05;7.69823786280896e-05	3.0631481638741817e-09;3.322565923804807e-09	0.002229867532210883;0.0022298127124025513	0.007;0.993	0.006;0.994	False	False	True	2	3	16256603-16256648;16256113-16256648	
AT5G37510	AT5G37510:s:14899453-14900348	s|1e1.1o1|i	7.77155982729795e-16;7.77155982729795e-16	6.0448857830544e-21;6.0448857830544e-21	0.9999999926460882;0.9999999926460882	0.001;0.999	0.000;1.000	False	False	False	1	2	14900348-14900435	14900348-14900435
AT3G63260	AT3G63260:s:23373393-23373527	s|1e1.1o1|i	-0.29196241486631425;0.2919624494858802	0.9621141249895627;0.9621141528215745	3.008704396734174e-14;1.1247179544412944e-14	0.599;0.401	0.296;0.704	False	False	False	1	2	23373296-23373393	23373296-23373393
AT3G13750	AT3G13750:s:4515232-4515568	s|1e1.1o1|i	0.00035867171797966094;-0.00035864168929151973	1.1509785759643883e-20;1.1525453867681467e-20	0.011655616763379117;0.011655485813528016	0.627;0.373	0.633;0.367	False	False	False	1	2	4515568-4515646	4515568-4515646
AT1G65950	AT1G65950:t:24549021-24549106	t|1e1.1o1|1e2.1o1	0.030281935348759777;-0.03028191193978342	0.008394647916507035;0.00839464787679662	4.6768114360162816e-05;4.677047006185209e-05	0.611;0.389	0.670;0.330	False	False	True	2	3	24549106-24549884;24549106-24549310	
AT5G38380	AT5G38380:s:15346743-15346827	s|1e1.1o1|1e2.1o2	5.4169346382913626e-05;-5.416852464017582e-05	5.008007861074675e-09;4.590785965077744e-09	0.001995260687884415;0.0019953828474446045	0.993;0.007	0.993;0.007	False	False	True	2	3	15346827-15347150;15346827-15347332	
AT1G54217	AT1G54217:s:20244996-20245059	s|1e1.1o2|1e1.2o2	-0.09060554730096707;0.0906055237819799	0.06865390381843083;0.06865391165127487	1.6995178719336757e-05;1.6993756049687786e-05	0.181;0.819	0.052;0.948	False	True	False	2	2	20244824-20244996;20244821-20244996	
AT5G01015	AT5G01015:s:5687-5891	s|1e1.1o1|2e1.1o1	1.2784621771825228e-05;-1.2784692256916346e-05	6.1000263963635565e-21;6.10032928368628e-21	0.47569189654741734;0.4758729501929986	0.977;0.023	0.994;0.006	True	False	False	2	2	5576-5697;5576-5687	
AT1G01910	AT1G01910:t:314652-314802	t|1e1.1o1|1e2.1o1	3.8053729113643024e-10;-4.4160276878787113e-10	6.097720016264572e-21;6.097720008126481e-21	0.9910138179992379;0.9893806306167748	0.006;0.994	0.002;0.998	False	False	True	2	3	314802-315577;314802-314891	
AT1G33050	AT1G33050:s:11968589-11968744	s|1e1.1o2|1e1.2o2	5.064292189839074e-07;-5.064480224338002e-07	6.097821780676551e-21;6.097832505981477e-21	0.49394130130926206;0.49394392110330704	0.982;0.018	0.989;0.011	False	True	False	2	2	11968507-11968589;11968480-11968589	
AT1G53250	AT1G53250:s:19858125-19858187	s|1e1.1o1|2e1.1o1	0.14462838120774762;-0.14462840549217876	0.300387765703225;0.30038780666135034	1.454386637980698e-05;1.4545013572453414e-05	0.442;0.558	0.640;0.360	True	False	False	2	2	19858177-19858311;19858187-19858311	
AT5G05200	AT5G05200:s:1545908-1546096	s|1e1.1o2|1e1.2o2	-6.354949156649683e-09;6.492058104776232e-09	6.097720976887314e-21;6.097721045832049e-21	0.8817122157852519;0.8796800277735046	0.015;0.985	0.010;0.990	False	True	False	2	2	1545839-1545908;1545822-1545908	
AT1G71810	AT1G71810:s:27002824-27002943	s|1e1.1o1|i	-0.01962837070651502;0.019628386474908915	2.84646159644163e-07;2.846159207078599e-07	0.001830355986171428;0.0018302444722325534	0.625;0.375	0.595;0.405	False	False	False	1	2	27002706-27002824	27002706-27002824
AT1G76280	AT1G76280:s:28620706-28621149	s|1e1.1o1|1e2.1o1	-0.13663167855561598;0.1366316687294374	0.2590155600614336;0.25901555760311384	1.3949602253982007e-05;1.3948694679506799e-05	0.864;0.136	0.678;0.322	False	False	True	2	3	28620363-28620706;28620160-28620706	
AT1G33970	AT1G33970:t:12350714-12350970	t|1e1.1o1|1e2.1o2|1e2.2o2	0.0314069974407392;-0.018857171964819505;-0.011828855120136043	0.012522334457667884;0.0033043076772847086;0.00015232040578193616	4.659361647972593e-05;6.768684317992602e-05;0.00016011136321214536	0.749;0.178;0.074	0.814;0.136;0.050	True	False	True	3	3	12350970-12351207;12350970-12351142;12350970-12351081	
AT5G61150	AT5G61150:s:24604075-24604326	s|1e1.1o1|2e1.1o1	-0.07711350412081502;0.07711351674957535	4.1720469692400235e-09;4.370453776683037e-09	1.604346239303389e-05;1.604199383534685e-05	0.106;0.894	0.022;0.978	True	False	False	2	2	24603983-24604081;24603983-24604075	
AT1G78030	AT1G78030:s:29343311-29343364	s|1e1.1o1|2e1.1o1	-0.0006383398246085775;0.0006383448232340113	1.0031235684419978e-05;1.0031932986166505e-05	0.0003344933751450174;0.00033448292024571	0.015;0.985	0.012;0.988	True	False	False	2	2	29343347-29343494;29343364-29343494	
AT1G01920	AT1G01920:s:317294-317456	s|1e1.1o2|2e1.2o2	-2.0216878493468993e-06;2.021699052820105e-06	8.452702444216459e-15;6.1006802486950895e-21	0.06724809890028785;0.06707299918532295	0.996;0.004	0.992;0.008	True	True	False	2	2	317439-317553;317456-317561	
AT1G01540	AT1G01540:s:197974-198183	s|1e1.1o1|i	-0.029573880914256903;0.029573887265354974	6.444113724589761e-06;6.444181466117855e-06	0.0008287812828940977;0.0008287190331643824	0.632;0.368	0.594;0.406	False	False	False	1	2	198183-198267	198183-198267
AT1G07700	AT1G07700:s:2380104-2380231	s|1e1.1o2|1e1.2o2	0.00029270048322389727;-0.00029270087006962953	6.149432333871247e-21;6.1563508869577754e-21	0.4739098451516662;0.47503878517138287	0.969;0.031	0.988;0.012	False	True	False	2	2	2380231-2380354;2380231-2380385	
AT1G52300	AT1G52300:s:19475366-19475467	s|1e1.1o1|i	0.005358947393222515;-0.005358936456150725	1.2390343831263438e-20;1.3007404505686513e-20	0.004064753718005187;0.0040647635781942415	0.638;0.362	0.647;0.353	False	False	False	1	2	19475259-19475366	19475259-19475366
AT3G50210	AT3G50210:s:18615995-18616110	s|1e1.1o2|1e1.2o2	-6.534252597797695e-05;6.534347313112383e-05	2.2543528320475062e-10;6.140490698364691e-21	0.006494860077816356;0.006494732142767079	0.994;0.006	0.987;0.013	False	True	False	2	2	18615905-18615995;18615901-18615995	
AT4G38545	AT4G38545:s:18023736-18024581	s|1e1.3o3|2e1.1o3|2e1.2o3	-3.5227225901762635e-05;-3.5227225901762635e-05;0.00011465975911773349	6.111175865083437e-21;6.111175865083437e-21;9.875653843631052e-10	0.003924693826841685;0.003924693826841685;0.0031850166448488676	0.004;0.004;0.991	0.004;0.004;0.993	True	True	False	3	2	18023639-18024342;18023641-18023736;18023640-18023736	
AT1G22840	AT1G22840:s:8079975-8080112	s|1e1.1o1|2e1.1o1	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	1.000;0.000	1.000;0.000	True	False	False	2	2	8080108-8080188;8080112-8080188	
AT1G20020	AT1G20020:s:6944319-6944381	s|1e1.1o1|i	0.003865553543736552;-0.0038655108939370936	0.004290961959480752;0.004291070449345624	0.0006713376897928836;0.0006713538883771353	0.628;0.372	0.652;0.348	False	False	False	1	2	6944381-6944479	6944381-6944479
AT1G78900	AT1G78900:s:29662617-29662749	s|1e1.1o1|i	0.003332959779249237;-0.003332944774154212	2.0305828439988057e-19;1.3322789796030221e-15	0.005460412009238191;0.005460400892128752	0.641;0.359	0.642;0.358	False	False	False	1	2	29662749-29662839	29662749-29662839
AT1G04300	AT1G04300:s:1153718-1153940	s|1e1.1o2|1e1.2o2	0.00013983180439293113;-0.00013983137692395422	1.9405354437295886e-09;1.6517619119780229e-09	0.002150549617276405;0.0021509429169451755	0.993;0.007	0.997;0.003	False	True	False	2	2	1153345-1153718;1153288-1153718	
AT4G39330	AT4G39330:s:18291720-18292233	s|1e1.1o1|i	-0.004821257888791734;0.004821276754198074	4.862780357239032e-14;4.766964326447294e-14	0.0027031670389889018;0.0027031332066679292	0.619;0.381	0.614;0.386	False	False	False	1	2	18292233-18292330	18292233-18292330
AT3G07700	AT3G07700:t:2462696-2463247	t|1e1.1o1|1e2.1o1	1.576719904652575e-05;-1.576702862260986e-05	4.440953107288574e-16;6.10125331444845e-21	0.10890572861155871;0.11010131215129537	0.991;0.009	0.993;0.007	False	False	True	2	3	2463247-2463669;2463247-2463553	
AT3G06880	AT3G06880:s:2170846-2170971	s|1e1.1o2|1e1.2o2	-0.012469933551095966;0.012469975045495107	8.399083526788087e-21;4.446128813150078e-16	0.0024228484612958123;0.0024226161949679305	0.071;0.929	0.052;0.948	False	True	False	2	2	2170775-2170846;2170747-2170846	
AT4G28706	AT4G28706:s:14168286-14168363	s|1e1.1o1|2e1.1o1	-0.003090949809356065;0.0030909577000856926	6.813774339550867e-21;3.2532394260554516e-13	0.027154714936174495;0.027153002283708733	0.037;0.963	0.020;0.980	True	False	False	2	2	14168358-14168464;14168363-14168464	
AT5G10480	AT5G10480:s:3299218-3299271	s|1e1.1o1|1e2.1o1	-7.610633775606978e-11;1.3530133291002296e-10	6.097720052462913e-21;6.097720045409354e-21	0.9981777114578972;0.9967662930728688	0.007;0.993	0.001;0.999	False	False	True	2	3	3299082-3299218;3298891-3299218	
AT4G03440	AT4G03440:t:1526293-1526969	t|1e1.1o1|1e2.1o1	-0.0001593484020690584;0.00015934887363246194	4.367137564480892e-09;4.166152126103482e-09	0.001914516426254731;0.0019145296739246	0.007;0.993	0.005;0.995	False	False	True	2	3	1526969-1527121;1526969-1527057	
AT1G45000	AT1G45000:s:17010716-17010853	s|1e1.1o1|1e2.1o1	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.999;0.001	0.999;0.001	False	False	True	2	3	17010853-17011061;17010853-17011350	
AT1G09560	AT1G09560:s:3093839-3094010	s|1e1.1o1|i	0.005728026275791621;-0.0057280001246179674	4.007906312749259e-14;6.906463527298444e-16	0.0036526356568380818;0.0036527277073671316	0.618;0.382	0.618;0.382	False	False	False	1	2	3094010-3094095	3094010-3094095
AT3G15180	AT3G15180:t:5114203-5114310	t|1e1.1o1|1e2.1o1	0.00017000279464547753;-0.00017000232287090491	8.778060495543452e-12;6.135112435158538e-21	0.010875900121472631;0.010876694179285606	0.987;0.013	0.996;0.004	False	False	True	2	3	5113897-5114203;5114101-5114203	
AT5G19030	AT5G19030:s:6357771-6357896	s|1e1.1o2|1e1.2o2	0.10220296706267036;-0.10220302399591168	0.04438251969239268;0.04438254146710151	1.200306900263485e-05;1.2004032053924973e-05	0.687;0.313	0.813;0.187	False	True	False	2	2	6357598-6357771;6357584-6357771	
AT5G20300	AT5G20300:s:6856213-6856340	s|1e1.1o1|2e1.1o1	-0.09814800320332254;0.09814794093952964	0.03932882932537532;0.03932877249947293	1.2454963156827148e-05;1.2453968895521754e-05	0.938;0.062	0.819;0.181	True	False	False	2	2	6855810-6856218;6855810-6856213	
AT4G26970	AT4G26970:s:13548033-13548275	s|1e1.1o1|i	0.0004203160626956759;-0.0004203048533223359	2.2587582179771117e-13;9.450243908438666e-15	0.004837531930895311;0.004837526431317185	0.642;0.358	0.626;0.374	False	False	False	1	2	13548275-13548359	13548275-13548359
AT2G14120	AT2G14120:s:5958433-5958492	s|1e1.1o2|1e1.2o2	0.05178670045312163;-0.051786726669224056	8.222669123371595e-08;8.274608803535761e-08	0.00015914920503921331;0.00015916254788828077	0.021;0.979	0.085;0.915	False	True	False	2	2	5958259-5958433;5958040-5958433	
AT3G63140	AT3G63140:s:23328027-23328148	s|1e1.1o2|1e1.2o2|i	0.008926696750866304;7.77155982729795e-16;-0.011628611487331634	4.662954505429337e-15;6.0448857830544e-21;1.848770128667986e-20	0.0007003734400369277;0.9999999926460882;0.0006659940145541388	0.615;0.001;0.384	0.633;0.005;0.362	False	True	False	2	2	23327924-23328027;23327919-23328027	23327919-23328027
AT4G13630	AT4G13630:s:7936292-7936565	s|1e1.1o2|1e1.2o2	0.0201624497522515;-0.020162407690986515	2.4389077002690016e-06;2.4387689409730073e-06	0.00034132018393405114;0.0003413450790001882	0.020;0.980	0.063;0.937	False	True	False	2	2	7936054-7936292;7936036-7936292	
AT2G26280	AT2G26280:s:11189077-11189147	s|1e1.1o1|i	-0.004436940956264197;0.004436964794265998	2.1459673482708628e-11;2.1089431956045354e-11	0.00481130275388475;0.004811145946362866	0.722;0.278	0.728;0.272	False	False	False	1	2	11188705-11189077	11188705-11189077
AT5G66720	AT5G66720:s:26640049-26640545	s|1e1.1o2|1e1.2o2	-0.001794714537659151;0.0017947213102298648	1.7133531160778764e-13;6.404921385178515e-21	0.0018013207817701993;0.0018012426063553494	0.935;0.065	0.928;0.072	False	True	False	2	2	26639979-26640049;26639970-26640049	
AT4G10340	AT4G10340:s:6408473-6408557	s|1e1.1o1|2e1.1o1|i	7.77155982729795e-16;-0.005603534777082885;0.004847379407144347	6.0448857830544e-21;1.8105513577873204e-20;1.7866546964576324e-20	0.9999999926460882;0.0019780853573949653;0.001992313762133713	0.000;0.666;0.334	0.000;0.657;0.342	True	False	False	2	2	6408541-6408647;6408557-6408647	6408557-6408647
AT2G42670	AT2G42670:s:17772499-17772652	s|1e1.1o2|1e1.2o2	-0.043611828271198375;0.04361181585481179	0.0048333729458019566;0.004833363481124804	3.688883159391754e-05;3.688577942831048e-05	0.698;0.302	0.626;0.374	False	True	False	2	2	17772416-17772499;17772413-17772499	
AT3G61560	AT3G61560:s:22778540-22778681	s|1e1.1o2|1e1.2o2	4.074291598073958e-06;-4.074179255427661e-06	6.098590953376041e-21;1.892105820809386e-15	0.057064138795088995;0.05703204810644147	0.003;0.997	0.004;0.996	False	True	False	2	2	22778681-22778760;22778681-22778838	
AT2G27980	AT2G27980:s:11918060-11918280	s|1e1.1o1|2e1.1o1	-0.20090585955938728;0.2009058182721799	0.5211245944569225;0.5211244476452462	9.106445167939015e-06;9.105719329693387e-06	0.814;0.186	0.578;0.422	True	False	False	2	2	11917961-11918079;11917961-11918060	
AT4G14950	AT4G14950:s:8547247-8547426	s|1e1.1o2|1e1.2o2	2.1614484495671805e-08;-2.140382741279529e-08	6.097721794998753e-21;6.0977196885290894e-21	0.7357355458888949;0.7171273126629716	0.002;0.998	0.002;0.998	False	True	False	2	2	8547426-8547564;8547426-8547567	
AT3G46200	AT3G46200:s:16970623-16970781	s|1e1.1o1|1e2.1o1	-0.00025042113299961395;0.0002504437662638889	3.6845109799327245e-09;3.717302802460364e-09	0.0010638713061995597;0.0010638578689996514	0.080;0.920	0.079;0.921	False	False	True	2	3	16970781-16970875;16970781-16970898	
AT3G59020	AT3G59020:s:21811684-21811823	s|1e1.1o2|1e1.2o2	1.2583246873847632e-06;-1.2584166997997308e-06	6.097936184137114e-21;6.09796821431479e-21	0.48394847562867027;0.48396000588617927	0.982;0.018	0.994;0.006	False	True	False	2	2	21811608-21811684;21811605-21811684	
